Order ID,Order Date,State,Region,Category,Sub-Category,Sales,Quantity,Profit
02293-IND,2023-02-27,Karnataka,South,Furniture,Tables,5363.9,2,735.7
02294-IND,2024-01-01,Maharashtra,West,Office Supplies,Pens,6426.52,2,1125.2
02295-IND,2023-10-25,Tamil Nadu,South,Furniture,Bookcases,13689.48,6,1672.65
02296-IND,2023-04-09,Delhi,North,Technology,Laptops,1532.33,9,150.54
02297-IND,2023-07-15,Maharashtra,West,Furniture,Chairs,6899.91,3,1109.55
02298-IND,2023-06-07,West Bengal,East,Office Supplies,Binders,2996.78,6,847.07
02299-IND,2023-04-02,Gujarat,West,Office Supplies,Pens,2043.4,9,555.42
02300-IND,2023-08-01,Uttar Pradesh,North,Office Supplies,Binders,11113.86,6,1061.58
02301-IND,2023-08-15,Maharashtra,West,Office Supplies,Pens,19141.86,10,1239.31
02302-IND,2023-09-07,Delhi,North,Furniture,Chairs,4251.2,6,513.15
02303-IND,2023-08-12,Delhi,North,Office Supplies,Paper,4721.21,5,1057.26
02304-IND,2023-07-19,Karnataka,South,Technology,Accessories,18502.17,3,3389.4
02305-IND,2023-12-03,Maharashtra,West,Technology,Accessories,12846.27,8,2286.58
02306-IND,2023-05-14,Karnataka,South,Office Supplies,Paper,8758.63,9,985.67
02307-IND,2024-01-01,Uttar Pradesh,North,Technology,Accessories,7898.64,6,1315.15
02308-IND,2023-12-01,Maharashtra,West,Technology,Phones,7862.7,3,2248.11
02309-IND,2023-12-29,Maharashtra,West,Furniture,Tables,9194.48,9,2010.14
02310-IND,2023-04-21,West Bengal,East,Furniture,Chairs,2803.35,10,227.01
02311-IND,2023-06-02,Tamil Nadu,South,Office Supplies,Binders,10656.44,8,1055.94
02312-IND,2023-03-15,Rajasthan,North,Furniture,Bookcases,18509.58,2,2641.39
02313-IND,2023-08-19,Delhi,North,Furniture,Tables,12502.55,5,2739.36
02314-IND,2023-03-11,Tamil Nadu,South,Office Supplies,Paper,14087.02,5,1682.44
02315-IND,2023-08-18,West Bengal,East,Office Supplies,Binders,4971.47,1,1387.29
02316-IND,2023-02-24,Maharashtra,West,Office Supplies,Binders,9136.92,9,1469.14
02317-IND,2023-07-14,Rajasthan,North,Technology,Phones,10224.9,6,2533.27
02318-IND,2023-12-11,Gujarat,West,Technology,Laptops,15107.59,1,1367.69
02319-IND,2023-10-09,Delhi,North,Technology,Phones,13036.3,4,2159.17
02320-IND,2023-07-07,West Bengal,East,Furniture,Chairs,4250.53,9,521.14
02321-IND,2023-11-17,Karnataka,South,Furniture,Chairs,10341.21,2,875.14
02322-IND,2023-10-25,Gujarat,West,Technology,Accessories,13625.47,2,3986.14
02323-IND,2023-08-24,Karnataka,South,Furniture,Tables,16835.81,8,1923.33
02324-IND,2023-06-28,Gujarat,West,Office Supplies,Pens,1772.08,3,248.72
02325-IND,2023-09-08,West Bengal,East,Office Supplies,Pens,5429.14,10,359.31
02326-IND,2023-11-01,Rajasthan,North,Office Supplies,Binders,11873.85,9,2319.72
02327-IND,2023-06-15,Delhi,North,Office Supplies,Pens,16361.15,8,1951.16
02328-IND,2023-07-21,Delhi,North,Office Supplies,Binders,18620.25,4,1437.63
02329-IND,2023-08-21,Rajasthan,North,Furniture,Chairs,16396.42,6,2637.66
02330-IND,2023-07-09,Karnataka,South,Office Supplies,Pens,17243.58,6,4796.28
02331-IND,2023-01-12,Uttar Pradesh,North,Office Supplies,Pens,5891.97,5,1379.08
02332-IND,2023-02-09,Rajasthan,North,Furniture,Chairs,7602.81,1,1371.31
02333-IND,2023-04-15,Tamil Nadu,South,Office Supplies,Binders,7559.25,5,1143.01
02334-IND,2023-07-06,Rajasthan,North,Technology,Phones,17133.7,6,2114.46
02335-IND,2023-11-07,Maharashtra,West,Office Supplies,Binders,1532.83,8,158.24
02336-IND,2023-10-12,Maharashtra,West,Technology,Phones,5601.12,7,1079.56
02337-IND,2023-08-26,Maharashtra,West,Office Supplies,Paper,10686.45,6,1681.64
02338-IND,2023-10-24,West Bengal,East,Furniture,Chairs,13388.99,2,1882.0
02339-IND,2023-12-30,Rajasthan,North,Technology,Accessories,10804.78,8,3238.03
02340-IND,2023-10-17,Maharashtra,West,Office Supplies,Binders,18935.68,10,1743.37
02341-IND,2023-04-24,Delhi,North,Furniture,Tables,809.41,3,117.11
02342-IND,2023-08-07,Rajasthan,North,Office Supplies,Binders,6274.87,9,1139.78
02343-IND,2023-09-28,Delhi,North,Furniture,Chairs,18623.09,9,2244.56
02344-IND,2023-10-26,Rajasthan,North,Office Supplies,Paper,17108.93,6,4431.08
02345-IND,2023-03-11,Maharashtra,West,Technology,Phones,7307.21,3,2038.54
02346-IND,2023-05-16,Rajasthan,North,Technology,Phones,19821.5,9,3246.32
02347-IND,2023-02-24,Uttar Pradesh,North,Technology,Laptops,6299.54,3,584.51
02348-IND,2023-03-07,Maharashtra,West,Technology,Laptops,16274.92,4,1599.29
02349-IND,2023-01-27,Maharashtra,West,Technology,Accessories,11266.71,3,745.28
02350-IND,2023-12-30,Rajasthan,North,Technology,Laptops,14297.57,7,3618.96
02351-IND,2023-05-16,Tamil Nadu,South,Technology,Phones,16910.75,7,4632.45
02352-IND,2023-03-09,Uttar Pradesh,North,Office Supplies,Binders,6257.09,9,1155.08
02353-IND,2023-07-20,Tamil Nadu,South,Furniture,Tables,13482.36,4,1577.12
02354-IND,2023-09-18,West Bengal,East,Technology,Laptops,6791.55,2,904.13
02355-IND,2023-07-12,West Bengal,East,Technology,Laptops,11124.6,3,1883.3
02356-IND,2023-10-12,Gujarat,West,Furniture,Chairs,3267.96,4,738.8
02357-IND,2023-06-17,West Bengal,East,Technology,Laptops,18367.13,5,4467.56
02358-IND,2023-10-06,West Bengal,East,Office Supplies,Pens,15557.38,1,4244.5
02359-IND,2023-08-03,Karnataka,South,Furniture,Chairs,12827.0,1,1052.99
02360-IND,2023-12-07,West Bengal,East,Technology,Accessories,6027.88,2,1177.37
02361-IND,2023-02-19,Rajasthan,North,Office Supplies,Pens,12731.15,1,3153.11
02362-IND,2023-02-18,Tamil Nadu,South,Furniture,Bookcases,14475.43,6,4116.5
02363-IND,2023-09-17,Maharashtra,West,Office Supplies,Pens,12594.81,3,1739.43
02364-IND,2023-10-11,Tamil Nadu,South,Furniture,Tables,9506.76,10,2394.14
02365-IND,2023-09-03,Rajasthan,North,Furniture,Chairs,7659.02,10,1827.7
02366-IND,2023-12-25,Karnataka,South,Technology,Accessories,7616.61,6,590.59
02367-IND,2023-11-02,Uttar Pradesh,North,Office Supplies,Binders,14848.31,10,4270.03
02368-IND,2023-01-01,West Bengal,East,Furniture,Tables,1222.0,1,152.75
02369-IND,2023-08-10,Gujarat,West,Office Supplies,Paper,13488.64,10,2296.95
02370-IND,2023-05-12,Tamil Nadu,South,Office Supplies,Paper,9670.3,9,1845.12
02371-IND,2023-07-29,West Bengal,East,Furniture,Chairs,592.97,2,81.71
02372-IND,2023-04-24,Karnataka,South,Technology,Phones,7112.14,1,1160.3
02373-IND,2023-12-17,West Bengal,East,Office Supplies,Pens,13139.15,6,2112.13
02374-IND,2023-04-08,Maharashtra,West,Technology,Accessories,11572.28,2,590.04
02375-IND,2023-12-19,Tamil Nadu,South,Furniture,Chairs,7852.13,1,2007.27
02376-IND,2023-06-05,Maharashtra,West,Furniture,Chairs,4955.65,10,960.64
02377-IND,2023-08-04,Tamil Nadu,South,Technology,Laptops,8339.65,6,1732.43
02378-IND,2023-08-12,Karnataka,South,Technology,Phones,8871.77,3,1114.85
02379-IND,2023-08-23,Delhi,North,Furniture,Bookcases,14213.12,3,3728.13
02380-IND,2023-05-03,Karnataka,South,Furniture,Bookcases,12208.59,9,3069.31
02381-IND,2023-01-15,Karnataka,South,Office Supplies,Pens,9928.5,10,822.03
02382-IND,2023-04-11,Tamil Nadu,South,Furniture,Bookcases,5874.71,7,1611.75
02383-IND,2023-02-28,Tamil Nadu,South,Furniture,Bookcases,8664.12,5,918.41
02384-IND,2023-04-30,Rajasthan,North,Furniture,Tables,4378.71,6,346.79
02385-IND,2023-06-01,Delhi,North,Office Supplies,Paper,19357.75,3,1212.57
02386-IND,2023-10-25,Gujarat,West,Furniture,Bookcases,18603.09,1,3286.85
02387-IND,2023-04-15,Delhi,North,Office Supplies,Paper,15645.16,2,1821.85
02388-IND,2023-08-09,Uttar Pradesh,North,Technology,Laptops,5476.49,2,1319.35
02389-IND,2023-10-02,Gujarat,West,Office Supplies,Binders,13282.17,8,1039.53
02390-IND,2023-01-31,Rajasthan,North,Office Supplies,Binders,12532.92,2,1261.22
02391-IND,2023-04-30,Rajasthan,North,Technology,Laptops,4067.82,4,782.41
02392-IND,2023-08-24,Tamil Nadu,South,Furniture,Bookcases,10830.76,2,1011.31
02393-IND,2023-10-30,Delhi,North,Furniture,Tables,6015.39,8,1241.06
02394-IND,2023-02-25,Gujarat,West,Furniture,Bookcases,12656.84,4,3357.84
02395-IND,2023-01-15,Karnataka,South,Furniture,Tables,6432.01,5,676.81
02396-IND,2023-04-11,Rajasthan,North,Office Supplies,Binders,19325.4,5,3750.06
02397-IND,2023-01-30,Karnataka,South,Furniture,Tables,2644.7,5,177.19
02398-IND,2023-06-16,West Bengal,East,Technology,Accessories,2998.6,7,364.1
02399-IND,2023-11-25,Tamil Nadu,South,Furniture,Chairs,13179.68,7,3101.25
02400-IND,2023-03-08,Uttar Pradesh,North,Furniture,Tables,15947.24,4,2852.3
02401-IND,2023-05-04,Karnataka,South,Furniture,Chairs,14902.07,1,3514.42
02402-IND,2023-04-08,Delhi,North,Technology,Accessories,4376.34,1,384.81
02403-IND,2023-10-18,Maharashtra,West,Office Supplies,Pens,17714.51,1,2217.67
02404-IND,2023-07-27,Maharashtra,West,Office Supplies,Pens,8183.95,10,1953.79
02405-IND,2023-12-10,Tamil Nadu,South,Technology,Phones,17590.32,3,3959.69
02406-IND,2023-07-24,Rajasthan,North,Furniture,Bookcases,5216.22,6,1398.1
02407-IND,2023-05-13,Uttar Pradesh,North,Furniture,Tables,3172.91,5,857.58
02408-IND,2023-10-13,Uttar Pradesh,North,Furniture,Bookcases,1569.84,5,262.84
02409-IND,2023-02-13,West Bengal,East,Furniture,Chairs,5570.59,3,388.52
02410-IND,2023-05-24,Karnataka,South,Office Supplies,Paper,5947.03,8,1613.75
02411-IND,2023-12-22,Maharashtra,West,Technology,Phones,12752.6,10,2799.04
02412-IND,2023-01-26,Uttar Pradesh,North,Technology,Accessories,18047.84,9,4311.24
02413-IND,2023-01-27,Maharashtra,West,Technology,Phones,9932.47,7,2446.43
02414-IND,2023-03-16,Maharashtra,West,Furniture,Bookcases,3318.83,9,907.11
02415-IND,2023-09-08,Rajasthan,North,Office Supplies,Binders,4527.59,1,344.28
02416-IND,2023-04-10,Maharashtra,West,Technology,Laptops,1427.79,6,270.59
02417-IND,2023-04-16,Karnataka,South,Technology,Laptops,18323.45,4,5124.58
02418-IND,2023-12-31,Tamil Nadu,South,Office Supplies,Paper,8091.89,8,1743.96
02419-IND,2023-01-16,Maharashtra,West,Technology,Accessories,5234.51,5,755.42
02420-IND,2023-11-14,Uttar Pradesh,North,Furniture,Bookcases,9435.15,7,1097.93
02421-IND,2023-01-01,Tamil Nadu,South,Office Supplies,Binders,4770.28,4,1107.83
02422-IND,2023-10-04,Tamil Nadu,South,Furniture,Chairs,16503.48,2,1788.77
02423-IND,2023-10-02,Uttar Pradesh,North,Technology,Accessories,14260.29,8,1619.23
02424-IND,2023-11-10,Rajasthan,North,Furniture,Tables,16874.67,2,3347.26
02425-IND,2023-02-07,Maharashtra,West,Furniture,Chairs,10137.84,9,1832.17
02426-IND,2023-10-29,Karnataka,South,Office Supplies,Pens,9250.22,9,794.43
02427-IND,2023-11-03,Karnataka,South,Office Supplies,Pens,9492.01,2,1724.24
02428-IND,2023-11-17,Maharashtra,West,Office Supplies,Binders,13737.61,1,1059.84
02429-IND,2023-11-06,Rajasthan,North,Office Supplies,Binders,5530.37,4,1569.9
02430-IND,2023-11-18,Maharashtra,West,Technology,Accessories,11177.58,7,942.95
02431-IND,2023-08-29,Gujarat,West,Office Supplies,Paper,15678.35,9,3084.13
02432-IND,2023-10-21,Delhi,North,Furniture,Bookcases,17843.75,2,4634.48
02433-IND,2023-03-08,Gujarat,West,Furniture,Bookcases,12637.47,9,3735.83
02434-IND,2023-02-04,Uttar Pradesh,North,Office Supplies,Paper,7105.68,10,2012.97
02435-IND,2023-01-23,Rajasthan,North,Furniture,Chairs,3210.81,10,857.8
02436-IND,2023-08-17,Delhi,North,Office Supplies,Binders,11212.11,2,2422.7
02437-IND,2023-06-01,Rajasthan,North,Furniture,Bookcases,11787.36,7,3238.58
02438-IND,2024-01-01,West Bengal,East,Office Supplies,Paper,9095.0,4,1552.72
02439-IND,2023-04-23,Karnataka,South,Technology,Accessories,12888.67,9,3119.49
02440-IND,2023-06-01,Maharashtra,West,Technology,Accessories,6309.62,5,1759.07
02441-IND,2023-07-10,Maharashtra,West,Office Supplies,Paper,609.93,5,102.42
02442-IND,2023-10-10,Tamil Nadu,South,Technology,Laptops,14329.21,10,4230.27
02443-IND,2023-08-09,Rajasthan,North,Technology,Accessories,9508.1,7,1958.09
02444-IND,2023-12-09,Karnataka,South,Office Supplies,Pens,16167.38,4,4495.26
02445-IND,2023-05-31,West Bengal,East,Technology,Phones,19243.22,2,3820.4
02446-IND,2023-05-22,Delhi,North,Furniture,Tables,11182.84,1,2969.36
02447-IND,2023-11-29,Delhi,North,Office Supplies,Pens,7833.42,4,1202.73
02448-IND,2023-02-16,Uttar Pradesh,North,Furniture,Bookcases,12388.73,3,959.11
02449-IND,2023-11-11,Delhi,North,Office Supplies,Binders,6810.72,5,1234.89
02450-IND,2023-07-03,Rajasthan,North,Furniture,Bookcases,7415.81,10,1306.69
02451-IND,2023-12-04,Rajasthan,North,Furniture,Tables,10242.32,4,1995.61
02452-IND,2023-09-06,Delhi,North,Technology,Laptops,7865.14,10,949.48
02453-IND,2023-05-04,Delhi,North,Technology,Phones,13591.64,10,2830.76
02454-IND,2023-10-05,Karnataka,South,Furniture,Bookcases,14037.81,6,2960.6
02455-IND,2023-11-29,Delhi,North,Technology,Phones,12314.38,5,1742.39
02456-IND,2023-11-20,Tamil Nadu,South,Technology,Accessories,1477.4,2,185.3
02457-IND,2023-08-05,Tamil Nadu,South,Furniture,Tables,15576.59,4,1404.1
02458-IND,2023-03-09,Tamil Nadu,South,Technology,Laptops,16248.9,5,4807.2
02459-IND,2023-11-12,West Bengal,East,Furniture,Chairs,11811.8,8,2184.52
02460-IND,2023-12-31,Rajasthan,North,Furniture,Chairs,10809.04,10,2339.69
02461-IND,2023-08-28,Delhi,North,Technology,Accessories,14783.33,9,1828.81
02462-IND,2023-12-26,Maharashtra,West,Technology,Accessories,18964.51,10,5242.24
02463-IND,2023-06-15,Tamil Nadu,South,Technology,Laptops,16116.02,10,1303.99
02464-IND,2023-03-20,Tamil Nadu,South,Technology,Phones,8946.13,4,757.2
02465-IND,2023-11-14,Karnataka,South,Furniture,Tables,14872.16,6,1661.19
02466-IND,2023-08-22,Rajasthan,North,Office Supplies,Paper,517.71,7,49.38
02467-IND,2023-12-10,Karnataka,South,Furniture,Chairs,13883.89,2,1179.08
02468-IND,2023-10-30,Gujarat,West,Furniture,Tables,15210.98,9,2998.68
02469-IND,2023-02-08,Delhi,North,Furniture,Tables,1134.35,7,92.43
02470-IND,2023-09-28,West Bengal,East,Office Supplies,Paper,15592.9,2,932.49
02471-IND,2023-08-11,Maharashtra,West,Technology,Accessories,10938.54,9,1388.35
02472-IND,2023-10-31,Gujarat,West,Technology,Accessories,15302.37,8,4524.27
02473-IND,2023-05-21,Tamil Nadu,South,Furniture,Chairs,10938.45,6,2593.62
02474-IND,2023-01-30,Gujarat,West,Furniture,Tables,9618.36,1,858.08
02475-IND,2023-03-19,West Bengal,East,Office Supplies,Paper,8729.46,8,2151.56
02476-IND,2023-09-21,Karnataka,South,Technology,Laptops,6906.75,5,431.96
02477-IND,2023-03-29,Delhi,North,Technology,Phones,14432.29,5,3819.97
02478-IND,2023-07-07,Tamil Nadu,South,Office Supplies,Pens,4253.22,8,225.26
02479-IND,2023-01-12,Uttar Pradesh,North,Technology,Accessories,7746.42,2,651.75
02480-IND,2023-08-14,Delhi,North,Technology,Accessories,618.02,2,158.93
02481-IND,2023-03-01,Uttar Pradesh,North,Office Supplies,Binders,19531.91,6,1464.59
02482-IND,2023-04-28,Tamil Nadu,South,Office Supplies,Pens,10841.84,5,1955.42
02483-IND,2023-03-18,Gujarat,West,Technology,Phones,13516.51,1,866.62
02484-IND,2023-12-15,West Bengal,East,Furniture,Chairs,17227.97,2,1141.46
02485-IND,2023-09-21,Rajasthan,North,Office Supplies,Pens,9350.89,8,1624.96
02486-IND,2023-03-26,West Bengal,East,Furniture,Chairs,13145.63,4,2681.46
02487-IND,2023-05-12,Rajasthan,North,Office Supplies,Paper,17604.24,6,1018.86
02488-IND,2023-07-09,Tamil Nadu,South,Technology,Laptops,14151.33,9,1539.1
02489-IND,2023-11-13,Tamil Nadu,South,Technology,Phones,18842.56,6,2655.44
02490-IND,2023-10-20,West Bengal,East,Office Supplies,Paper,17765.97,5,2386.37
02491-IND,2023-02-02,Karnataka,South,Technology,Accessories,10757.46,9,2337.48
02492-IND,2023-05-16,Uttar Pradesh,North,Office Supplies,Pens,10185.11,1,2875.99
02493-IND,2023-09-20,Uttar Pradesh,North,Technology,Laptops,3137.09,1,562.55
02494-IND,2023-07-16,West Bengal,East,Furniture,Bookcases,2278.35,2,543.11
02495-IND,2023-10-21,Gujarat,West,Furniture,Bookcases,13572.04,2,1292.48
02496-IND,2023-02-26,Gujarat,West,Furniture,Chairs,7383.77,5,1249.44
02497-IND,2023-06-25,Uttar Pradesh,North,Furniture,Tables,4725.14,10,822.38
02498-IND,2023-11-18,West Bengal,East,Technology,Laptops,6432.07,8,1698.75
02499-IND,2023-04-02,Karnataka,South,Technology,Accessories,7068.49,5,1218.69
02500-IND,2023-11-17,Maharashtra,West,Office Supplies,Pens,1619.75,4,430.11
02501-IND,2023-11-30,Uttar Pradesh,North,Technology,Laptops,15934.97,1,2594.51
02502-IND,2023-12-18,Tamil Nadu,South,Office Supplies,Paper,14613.89,1,1124.36
02503-IND,2023-06-02,Tamil Nadu,South,Furniture,Bookcases,8509.98,10,2089.64
02504-IND,2023-05-15,Gujarat,West,Furniture,Bookcases,4076.47,5,744.19
02505-IND,2023-08-19,Uttar Pradesh,North,Technology,Accessories,13883.35,8,1689.15
02506-IND,2023-12-10,Rajasthan,North,Technology,Phones,13532.14,4,1394.54
02507-IND,2023-11-05,Tamil Nadu,South,Technology,Accessories,5478.32,3,727.45
02508-IND,2023-03-09,Uttar Pradesh,North,Office Supplies,Binders,1850.91,4,541.67
02509-IND,2023-08-13,West Bengal,East,Technology,Accessories,10932.62,9,3255.58
02510-IND,2023-08-28,Karnataka,South,Technology,Laptops,2582.9,2,232.61
02511-IND,2023-11-06,Delhi,North,Furniture,Chairs,9160.56,10,494.78
02512-IND,2023-12-22,Maharashtra,West,Furniture,Bookcases,13586.91,3,3581.43
02513-IND,2023-11-08,Gujarat,West,Furniture,Chairs,3399.46,6,336.04
02514-IND,2023-06-20,Maharashtra,West,Technology,Accessories,11722.71,10,914.83
02515-IND,2023-05-02,Delhi,North,Furniture,Chairs,17643.24,6,3137.94
02516-IND,2023-10-18,Rajasthan,North,Office Supplies,Paper,4418.19,10,1119.64
02517-IND,2023-02-27,Gujarat,West,Technology,Laptops,6718.55,1,897.11
02518-IND,2023-04-07,Gujarat,West,Furniture,Chairs,17885.02,10,2075.77
02519-IND,2023-05-30,Maharashtra,West,Furniture,Chairs,16656.74,4,1548.58
02520-IND,2023-05-05,West Bengal,East,Technology,Accessories,18994.81,5,5520.61
02521-IND,2023-08-22,Maharashtra,West,Office Supplies,Paper,11670.65,9,3489.72
02522-IND,2023-12-19,Tamil Nadu,South,Office Supplies,Binders,5137.43,4,1355.33
02523-IND,2023-01-04,Tamil Nadu,South,Furniture,Bookcases,8394.97,9,2516.0
02524-IND,2023-06-07,Tamil Nadu,South,Technology,Laptops,4789.49,3,1014.17
02525-IND,2023-03-28,Uttar Pradesh,North,Furniture,Tables,11155.9,10,2867.08
02526-IND,2023-12-20,Rajasthan,North,Furniture,Tables,2399.79,7,148.63
02527-IND,2023-06-23,Maharashtra,West,Furniture,Bookcases,8311.61,4,2415.72
02528-IND,2023-01-16,Delhi,North,Technology,Accessories,8248.07,7,1525.66
02529-IND,2023-09-23,Delhi,North,Technology,Accessories,13160.94,2,3472.02
02530-IND,2023-02-07,Tamil Nadu,South,Furniture,Bookcases,3880.08,1,924.7
02531-IND,2023-07-14,Maharashtra,West,Technology,Accessories,4225.74,7,658.13
02532-IND,2023-01-20,Uttar Pradesh,North,Office Supplies,Paper,12347.02,2,1409.84
02533-IND,2023-10-17,Rajasthan,North,Technology,Phones,16351.83,8,3911.11
02534-IND,2023-07-11,Gujarat,West,Furniture,Bookcases,4738.97,6,980.64
02535-IND,2023-04-10,Maharashtra,West,Furniture,Tables,18931.35,4,5552.23
02536-IND,2023-11-29,Rajasthan,North,Technology,Laptops,8309.73,10,1199.46
02537-IND,2023-07-05,Delhi,North,Office Supplies,Binders,878.07,3,159.77
02538-IND,2023-07-08,Uttar Pradesh,North,Office Supplies,Pens,18318.04,7,4991.73
02539-IND,2023-09-05,Gujarat,West,Technology,Laptops,2315.04,8,216.44
02540-IND,2023-04-18,Tamil Nadu,South,Technology,Accessories,4354.8,8,634.81
02541-IND,2023-06-17,Gujarat,West,Furniture,Bookcases,3970.74,7,467.88
02542-IND,2023-11-20,Rajasthan,North,Office Supplies,Binders,5695.84,1,875.48
02543-IND,2023-07-23,Tamil Nadu,South,Office Supplies,Binders,987.7,9,146.13
02544-IND,2023-04-01,Karnataka,South,Technology,Laptops,15226.16,4,3883.41
02545-IND,2023-11-15,Karnataka,South,Furniture,Tables,6894.19,5,1491.9
02546-IND,2023-10-16,Karnataka,South,Office Supplies,Paper,6642.23,10,745.91
02547-IND,2023-03-08,Delhi,North,Furniture,Chairs,12044.8,3,1981.41
02548-IND,2023-03-26,Rajasthan,North,Furniture,Tables,13706.86,10,1332.09
02549-IND,2023-01-23,West Bengal,East,Furniture,Chairs,5962.25,7,1597.56
02550-IND,2023-11-03,Uttar Pradesh,North,Furniture,Chairs,13224.42,5,3915.51
02551-IND,2023-01-13,Gujarat,West,Technology,Laptops,8926.51,1,884.65
02552-IND,2023-01-12,Tamil Nadu,South,Office Supplies,Paper,6040.38,6,541.21
02553-IND,2023-01-08,Delhi,North,Technology,Phones,4180.49,8,733.3
02554-IND,2023-11-03,Gujarat,West,Office Supplies,Paper,6112.85,9,1207.82
02555-IND,2023-06-27,Delhi,North,Office Supplies,Paper,6745.88,7,1156.61
02556-IND,2023-02-14,West Bengal,East,Office Supplies,Paper,5498.16,10,1470.61
02557-IND,2023-03-09,Gujarat,West,Technology,Laptops,3872.61,1,767.06
02558-IND,2023-02-11,Uttar Pradesh,North,Office Supplies,Paper,19185.76,2,2463.97
02559-IND,2023-02-24,Karnataka,South,Technology,Accessories,5138.57,4,1467.67
02560-IND,2023-01-06,Tamil Nadu,South,Office Supplies,Pens,1475.94,7,273.35
02561-IND,2023-03-22,Gujarat,West,Technology,Accessories,2560.25,3,486.91
02562-IND,2023-10-22,West Bengal,East,Office Supplies,Paper,9146.46,4,714.03
02563-IND,2023-10-31,Maharashtra,West,Furniture,Tables,14430.62,1,2751.64
02564-IND,2023-08-08,Uttar Pradesh,North,Office Supplies,Pens,1819.54,9,512.48
02565-IND,2023-12-16,Maharashtra,West,Office Supplies,Paper,11686.2,5,2695.77
02566-IND,2023-09-30,Gujarat,West,Office Supplies,Binders,14254.92,1,2747.99
02567-IND,2023-08-25,Gujarat,West,Furniture,Chairs,6958.55,4,1794.54
02568-IND,2023-01-01,Maharashtra,West,Office Supplies,Pens,9404.74,8,895.34
02569-IND,2023-09-02,Karnataka,South,Furniture,Tables,2342.05,4,521.04
02570-IND,2023-11-30,Tamil Nadu,South,Technology,Accessories,17910.3,5,1756.1
02571-IND,2023-06-23,Rajasthan,North,Technology,Laptops,7534.9,4,1581.71
02572-IND,2023-07-03,Tamil Nadu,South,Technology,Laptops,12270.81,5,3084.88
02573-IND,2023-10-09,Uttar Pradesh,North,Furniture,Chairs,8573.54,7,738.98
02574-IND,2023-04-13,Rajasthan,North,Office Supplies,Binders,10917.9,5,1945.95
02575-IND,2023-03-06,Karnataka,South,Furniture,Chairs,18982.78,8,4426.93
02576-IND,2023-06-19,Delhi,North,Furniture,Tables,1609.49,1,153.72
02577-IND,2023-08-12,Tamil Nadu,South,Technology,Accessories,14549.3,2,1484.61
02578-IND,2023-11-07,Uttar Pradesh,North,Furniture,Tables,2368.88,8,602.45
02579-IND,2023-05-10,Tamil Nadu,South,Office Supplies,Pens,12316.66,6,1701.54
02580-IND,2023-03-08,Uttar Pradesh,North,Office Supplies,Pens,11299.31,2,1530.47
02581-IND,2023-12-12,West Bengal,East,Technology,Accessories,19785.76,1,2130.91
02582-IND,2023-09-23,Uttar Pradesh,North,Office Supplies,Pens,3917.7,7,251.82
02583-IND,2023-02-25,Karnataka,South,Furniture,Bookcases,15281.64,5,3400.08
02584-IND,2023-10-01,Tamil Nadu,South,Technology,Phones,10171.77,9,1261.33
02585-IND,2023-10-11,West Bengal,East,Office Supplies,Binders,14686.59,9,3704.66
02586-IND,2023-09-04,Delhi,North,Furniture,Tables,17422.87,7,1229.44
02587-IND,2023-07-23,Karnataka,South,Technology,Laptops,1794.91,3,294.17
02588-IND,2023-01-09,West Bengal,East,Technology,Phones,7575.36,10,1766.41
02589-IND,2023-09-11,Tamil Nadu,South,Furniture,Tables,11427.5,10,3328.21
02590-IND,2023-12-22,Tamil Nadu,South,Furniture,Bookcases,3697.65,2,191.61
02591-IND,2023-07-21,Gujarat,West,Furniture,Tables,5393.59,8,899.64
02592-IND,2023-10-10,Gujarat,West,Office Supplies,Binders,14348.81,6,2722.7
02593-IND,2023-04-24,Karnataka,South,Technology,Accessories,11445.26,9,3358.35
02594-IND,2023-06-26,West Bengal,East,Office Supplies,Pens,13140.63,3,2161.0
02595-IND,2023-10-01,Karnataka,South,Office Supplies,Paper,13703.29,9,2056.86
02596-IND,2023-07-05,Rajasthan,North,Furniture,Chairs,17584.41,2,3304.66
02597-IND,2023-12-13,Delhi,North,Office Supplies,Paper,6594.48,8,1943.97
02598-IND,2023-12-02,Maharashtra,West,Furniture,Chairs,2199.08,10,198.64
02599-IND,2023-06-16,Rajasthan,North,Technology,Phones,5421.81,10,916.84
02600-IND,2023-05-24,West Bengal,East,Furniture,Bookcases,5340.65,5,1578.06
02601-IND,2023-10-05,Rajasthan,North,Furniture,Chairs,19425.15,10,5576.35
02602-IND,2023-01-25,Maharashtra,West,Technology,Accessories,2737.26,5,708.22
02603-IND,2023-07-29,West Bengal,East,Furniture,Chairs,18611.84,7,3701.47
02604-IND,2023-07-02,Gujarat,West,Furniture,Tables,11611.73,4,744.86
02605-IND,2023-10-28,Karnataka,South,Technology,Accessories,1157.1,3,269.63
02606-IND,2023-12-09,West Bengal,East,Technology,Accessories,1085.11,7,132.62
02607-IND,2023-11-13,Rajasthan,North,Furniture,Chairs,18122.45,6,972.46
02608-IND,2023-04-11,Maharashtra,West,Technology,Phones,5039.13,8,1117.08
02609-IND,2023-05-16,Rajasthan,North,Office Supplies,Binders,14523.44,7,802.97
02610-IND,2023-12-17,Tamil Nadu,South,Furniture,Chairs,5603.46,8,1512.16
02611-IND,2023-10-09,Karnataka,South,Furniture,Tables,7654.57,6,396.62
02612-IND,2023-12-10,Tamil Nadu,South,Office Supplies,Binders,19442.27,6,1038.48
